date,open,high,low,close,volume
2021-11-10,554.0,560.605,548.1,548.61,113918
2021-11-11,552.11,556.53,549.63,555.31,50091
2021-11-12,558.01,565.84,555.86,563.59,56640
2021-11-15,567.145,567.145,559.98,565.86,78949
2021-11-16,563.95,569.45,562.74,568.77,54993
2021-11-17,568.02,571.165,565.15,569.63,38383
2021-11-18,571.1,576.39,569.65,574.67,62406
2021-11-19,576.555,576.555,566.02,568.64,83830
2021-11-22,571.92,571.92,552.53,552.67,141097
2021-11-23,552.42,555.55,548.75,555.36,79560
2021-11-24,553.5,559.06,548.08,559.05,87545
2021-11-26,554.02,555.37,543.57,547.08,42156
2021-11-29,555.06,567.54,554.34,564.09,76112
2021-11-30,562.05,564.515,552.59,553.52,125975
2021-12-01,563.04,568.335,553.45,554.32,98875
2021-12-02,545.04,558.785,544.625,552.5,119997
2021-12-03,563.15,568.5,550.775,558.82,110895
2021-12-06,563.04,568.05,556.985,564.98,150595
2021-12-07,572.18,592.71,572.0,590.605,94393
2021-12-08,590.89,590.89,582.67,588.435,71033
2021-12-09,584.2,589.935,583.44,583.44,105698
2021-12-10,624.99,644.13,620.28,631.855,231400
2021-12-13,632.95,634.07,621.27,621.27,238279
2021-12-14,617.075,618.4,605.79,615.65,242902
2021-12-15,614.16,640.47,610.41,639.52,133053
2021-12-16,639.59,639.59,612.61,620.49,159612
2021-12-17,617.97,639.875,616.7,636.12,159904
2021-12-20,625.77,646.0,625.6,645.19,143848
2021-12-21,648.475,648.855,633.3,646.725,149393
2021-12-22,643.17,656.715,639.49,655.4,116187
2021-12-23,659.03,670.475,659.03,664.41,107004
2021-12-27,664.92,676.3,664.92,674.19,96443
2021-12-28,676.77,676.77,667.52,668.72,69294
2021-12-29,669.71,675.93,669.71,672.21,71424
2021-12-30,673.2,674.57,663.87,665.38,45217
2021-12-31,670.26,670.26,663.595,665.51,59108
2022-01-03,666.58,671.46,661.22,663.0,117060
2022-01-04,664.25,672.06,657.63,670.97,113088
2022-01-05,666.77,667.66,642.18,642.69,162036
2022-01-06,640.4,647.49,634.64,636.89,160556
2022-01-07,635.85,638.195,618.5,618.6,139506
2022-01-10,608.78,622.04,603.75,621.69,185101
2022-01-11,617.35,626.99,615.075,622.05,115053
2022-01-12,628.48,630.7,620.19,622.41,140475
2022-01-13,626.645,627.71,594.19,596.76,220701
2022-01-14,594.535,600.0,592.5,596.48,142442
2022-01-18,590.305,590.305,575.99,577.51,251413
2022-01-19,583.26,584.41,563.76,564.07,136249
2022-01-20,568.21,569.79,547.44,547.59,148273
2022-01-21,545.835,554.88,531.505,533.05,194238
2022-01-24,527.98,543.51,513.5,542.07,315368
2022-01-25,528.12,545.23,524.27,533.72,180310
2022-01-26,551.04,573.61,550.91,558.04,338448
2022-01-27,569.72,570.255,541.25,542.14,194909
2022-01-28,544.67,560.36,532.84,560.29,158250
2022-01-31,559.775,586.17,556.0,585.62,192635
2022-02-01,584.98,593.84,578.37,592.8,123503
2022-02-02,598.98,604.72,593.815,603.58,145188
2022-02-03,595.285,598.97,580.35,581.5,141776
2022-02-04,579.71,595.98,576.14,589.93,132639
2022-02-07,592.11,601.58,584.165,588.08,92161
2022-02-08,593.73,601.64,587.19,600.005,48284
2022-02-09,605.54,611.57,601.92,611.55,99805
2022-02-10,599.025,614.29,588.93,590.96,142821
2022-02-11,594.13,599.65,569.66,573.05,124138
2022-02-14,575.595,581.67,570.3,578.98,115191
2022-02-15,591.12,605.95,588.8,602.89,258716
2022-02-16,595.85,600.775,587.29,597.14,112529
2022-02-17,590.96,590.96,578.89,578.89,113197
2022-02-18,583.0,587.29,573.42,579.7,82681
2022-02-22,579.77,589.41,570.75,577.65,124403
2022-02-23,582.94,585.06,564.85,565.19,103547
2022-02-24,551.58,585.54,549.42,579.99,210378
2022-02-25,579.83,589.075,575.01,588.27,105947
2022-02-28,585.61,591.86,576.58,587.55,118064
2022-03-01,585.73,587.13,565.34,571.11,146131
2022-03-02,574.12,590.52,573.9,585.73,110382
2022-03-03,590.98,591.35,574.365,579.06,101091
2022-03-04,594.39,605.9,584.44,596.24,301107
2022-03-07,597.445,598.12,570.18,570.65,108589
2022-03-08,571.9,595.725,563.83,575.84,142559
2022-03-09,589.045,601.465,587.89,596.61,110991
2022-03-10,585.965,589.785,576.37,587.6,63844
2022-03-11,591.55,593.04,577.22,578.0,93893
2022-03-14,576.96,579.94,565.1,567.36,162297
2022-03-15,575.225,596.515,575.04,592.59,160910
2022-03-16,593.94,607.66,584.96,607.44,130088
2022-03-17,603.6,606.88,598.08,603.0,109980
2022-03-18,599.98,613.02,596.28,610.77,126240
2022-03-21,605.6,605.6,589.38,601.02,172744
2022-03-22,600.62,613.43,599.98,611.39,65800
2022-03-23,607.68,611.37,599.16,599.38,53703
2022-03-24,604.0,627.0,602.38,626.67,106235
2022-03-25,628.07,630.355,620.24,629.19,63494
2022-03-28,625.77,633.29,615.82,633.025,86602
2022-03-29,639.535,644.84,630.0,641.97,105943
2022-03-30,640.655,644.23,627.51,631.05,86291
2022-03-31,631.495,638.52,629.28,629.48,85041
2022-04-01,630.9,633.14,618.69,627.29,89936
2022-04-04,626.425,635.56,624.6,635.37,82435
2022-04-05,629.79,631.78,613.27,614.3,98324
2022-04-06,602.545,611.59,594.03,601.57,133017
2022-04-07,599.39,607.54,594.13,602.93,113780
2022-04-08,597.825,598.57,585.98,585.98,156176
2022-04-11,584.7,588.93,579.43,580.77,103712
2022-04-12,592.59,597.47,582.495,585.0,70375
2022-04-13,586.93,596.36,586.615,592.395,69086
2022-04-14,596.22,596.22,573.02,573.54,131611
2022-04-18,573.56,591.09,573.56,586.46,96092
2022-04-19,582.25,598.6,580.95,597.59,72217
2022-04-20,606.18,613.43,595.15,597.21,72906
2022-04-21,605.17,615.665,591.19,592.8,97045
2022-04-22,591.1,597.8,586.38,586.51,120974
2022-04-25,580.6,588.55,571.45,588.27,170307
2022-04-26,584.58,584.97,559.71,559.93,251823
2022-04-27,555.33,569.88,555.33,559.77,128037
2022-04-28,565.8,585.02,558.17,579.73,121745
2022-04-29,569.77,577.895,553.52,554.4,144442
2022-05-02,559.43,577.28,559.43,576.5,125624
2022-05-03,574.42,586.37,572.77,581.42,85678
2022-05-04,582.07,604.07,574.34,603.86,152471
2022-05-05,594.705,596.86,574.555,581.98,193889
2022-05-06,576.36,589.68,569.44,580.26,148470
2022-05-09,572.305,577.76,560.345,562.93,200274
2022-05-10,579.96,591.12,572.0,581.35,175147
2022-05-11,574.7,584.55,566.12,567.4,169143
2022-05-12,563.4,573.37,558.82,571.65,167632
2022-05-13,577.055,591.39,574.77,588.61,112968
2022-05-16,580.83,588.68,577.7,582.62,67888
2022-05-17,596.66,608.88,593.92,608.2,122709
2022-05-18,599.91,600.505,566.65,570.85,294699
2022-05-19,558.62,559.86,540.12,545.92,422746
2022-05-20,553.61,553.61,512.53,543.48,339796
2022-05-23,524.495,535.345,514.45,526.44,407875
2022-05-24,526.405,528.64,516.42,524.46,168531
2022-05-25,523.975,537.245,523.975,531.63,100577
2022-05-26,531.41,554.57,527.72,550.52,260287
2022-05-27,562.15,585.12,560.45,583.28,215893
2022-05-31,583.7,587.025,576.42,579.95,129860
2022-06-01,586.135,590.76,568.92,573.56,93071
2022-06-02,574.55,577.155,568.4,576.77,187279
2022-06-03,564.9,569.435,560.98,563.43,109766
2022-06-06,571.42,572.0,557.7,561.2,61939
2022-06-07,558.17,573.775,557.53,572.64,64819
2022-06-08,571.34,575.88,562.14,565.56,79401
2022-06-09,563.31,573.52,556.03,556.09,88852
2022-06-10,549.76,550.78,540.09,541.06,113216
2022-06-13,526.78,532.13,516.03,517.62,148492
2022-06-14,523.5,524.35,514.83,520.36,76752
2022-06-15,529.07,533.73,516.42,526.89,93737
2022-06-16,513.2,513.8,492.54,497.295,129426
2022-06-17,495.47,500.22,488.01,498.36,107925
2022-06-21,506.21,510.77,502.94,503.56,112743
2022-06-22,495.87,503.37,494.68,496.17,72354
2022-06-23,499.13,501.03,491.11,496.51,75537
2022-06-24,505.44,511.62,501.445,509.27,70561
2022-06-27,513.8,513.8,503.49,505.89,55495
2022-06-28,508.92,514.035,498.13,498.61,70675
2022-06-29,495.48,495.8,486.72,490.43,85473
2022-06-30,485.6,493.56,481.01,486.29,98629
2022-07-01,479.315,483.31,469.745,477.95,110186
2022-07-05,470.56,476.35,464.15,476.35,88243
2022-07-06,480.35,487.05,475.5,482.24,138971
2022-07-07,488.34,501.18,488.34,498.5,105542
2022-07-08,492.06,499.48,490.65,498.57,51076
2022-07-11,489.49,490.35,481.15,482.96,86278
2022-07-12,487.33,492.485,480.15,481.55,109532
2022-07-13,473.44,484.85,473.44,481.65,48754
2022-07-14,480.45,486.47,473.47,484.21,83856
2022-07-15,489.96,494.74,486.72,494.6,75759
2022-07-18,500.0,501.24,488.71,490.98,59143
2022-07-19,496.8,511.35,496.31,508.84,144067
2022-07-20,508.45,517.435,505.0,511.3,179430
2022-07-21,512.57,517.71,506.03,517.71,59883
2022-07-22,518.75,519.6,506.97,512.56,85954
2022-07-25,511.16,513.25,506.63,513.25,55656
2022-07-26,513.88,516.67,509.2,511.28,93039
2022-07-27,518.07,530.1,517.21,527.9,142969
2022-07-28,526.77,536.38,520.94,533.4,69632
2022-07-29,532.29,537.71,531.2,535.51,65931
2022-08-01,530.975,539.49,530.45,536.39,45029
2022-08-02,533.02,539.18,527.59,531.21,66628
2022-08-03,535.03,547.8,535.01,546.56,60482
2022-08-04,546.94,553.01,546.68,552.93,65170
2022-08-05,545.1,551.87,544.09,551.51,53162
2022-08-08,546.55,551.53,539.195,545.53,45767
2022-08-09,537.12,538.41,528.425,532.87,78735
2022-08-10,545.57,550.95,540.13,550.19,91316
2022-08-11,553.485,557.04,544.55,545.12,54756
2022-08-12,549.63,558.35,545.95,558.16,69837
2022-08-15,555.16,559.51,551.12,558.97,46680
2022-08-16,557.78,557.91,546.185,551.61,67874
2022-08-17,543.28,543.56,531.19,538.7,88600
2022-08-18,544.1,560.23,542.26,558.63,112104
2022-08-19,550.9,554.47,547.87,548.44,53321
2022-08-22,541.22,541.25,527.23,528.79,77520
2022-08-23,534.06,536.67,529.27,529.65,31037
2022-08-24,527.14,531.29,524.04,530.82,106296
2022-08-25,532.61,550.32,532.61,550.27,85105
2022-08-26,547.74,550.12,520.62,520.82,108884
2022-08-29,520.07,522.4,512.645,514.2,82241
2022-08-30,515.5,516.12,501.53,506.66,74750
2022-08-31,509.805,509.805,496.72,499.61,99805
2022-09-01,489.545,493.29,481.03,492.89,149724
2022-09-02,518.58,518.58,498.41,500.28,173098
2022-09-06,497.765,503.79,490.68,498.43,125003
2022-09-07,502.8,509.36,499.08,505.09,86787
2022-09-08,501.3,512.7,498.98,512.21,70002
2022-09-09,516.38,525.77,516.38,522.19,92568
2022-09-12,525.935,531.03,524.76,529.12,93085
2022-09-13,517.045,517.045,501.765,503.49,131780
2022-09-14,506.0,512.9,502.97,511.1,87154
2022-09-15,508.83,510.88,497.36,500.24,89684
2022-09-16,497.02,502.85,489.91,502.51,135231
2022-09-19,494.99,503.27,494.96,501.81,64228
2022-09-20,497.35,497.55,489.96,493.2,78957
2022-09-21,492.02,499.76,481.92,482.12,96772
2022-09-22,480.845,483.19,473.065,477.34,103871
2022-09-23,473.95,477.4,462.34,468.69,141975
2022-09-26,468.98,472.97,461.68,461.68,86332
2022-09-27,467.745,469.76,456.745,464.75,95748
2022-09-28,461.37,468.68,456.625,465.53,153392
2022-09-29,460.01,460.12,445.01,450.21,199563
2022-09-30,448.46,457.44,443.665,443.97,151601
2022-10-03,449.065,460.79,447.755,456.89,81414
2022-10-04,469.73,480.08,467.25,479.84,143341
2022-10-05,475.84,487.9,472.63,484.58,63409
2022-10-06,483.44,489.35,478.79,479.32,68685
2022-10-07,471.91,472.8,459.115,460.67,127412
2022-10-10,459.44,459.44,431.95,437.41,148555
2022-10-11,434.56,438.52,425.58,431.01,150682
2022-10-12,431.61,435.54,428.01,430.55,64792
2022-10-13,417.0,443.14,415.26,437.77,127149
2022-10-14,442.57,443.44,426.47,427.22,136446
2022-10-17,439.89,441.2,433.84,435.61,95879
2022-10-18,448.5,448.55,430.46,435.15,131663
2022-10-19,432.795,438.27,431.52,435.32,86497
2022-10-20,435.49,441.99,428.4,430.29,103213
2022-10-21,431.12,450.51,429.43,449.99,149084
2022-10-24,452.65,458.7,451.39,456.76,129835
2022-10-25,457.83,463.65,457.24,460.05,83902
2022-10-26,457.44,471.49,455.37,461.16,93836
2022-10-27,465.95,469.65,455.01,455.61,93519
2022-10-28,457.225,474.21,457.225,472.765,112055
2022-10-31,467.5,472.56,465.2,470.07,88758
2022-11-01,474.87,475.55,463.465,467.89,79367
2022-11-02,469.33,480.2,455.79,455.98,99404
2022-11-03,450.94,451.51,441.53,444.17,115475
2022-11-04,455.94,468.48,453.75,465.42,147285
2022-11-07,464.84,477.67,462.28,475.28,102875
2022-11-08,479.97,488.08,473.62,481.82,92376
2022-11-09,477.35,478.345,469.17,469.65,84120
2022-11-10,489.435,507.11,487.825,506.83,118955
2022-11-11,504.17,518.87,502.78,517.94,108710
2022-11-14,518.235,524.97,513.07,513.28,92078
2022-11-15,530.46,531.09,515.91,524.66,106593
2022-11-16,515.775,517.14,510.505,511.64,104759
2022-11-17,504.35,512.63,503.73,512.34,116969
2022-11-18,516.985,517.65,511.15,515.36,63856
2022-11-21,512.9,520.81,511.3,517.45,94840
2022-11-22,522.21,530.26,519.55,530.09,106786
2022-11-23,529.35,541.48,529.35,533.8,71012
2022-11-25,531.395,534.37,530.0,530.13,28816
2022-11-28,524.92,528.52,516.48,522.42,109081
2022-11-29,523.81,525.75,514.93,521.43,64798
2022-11-30,522.885,551.18,517.95,551.18,132446
2022-12-01,551.35,552.25,543.46,550.93,93150
2022-12-02,538.6,542.4,536.26,540.79,128996
2022-12-05,538.32,539.08,525.85,530.61,89855
2022-12-06,531.795,533.36,522.07,525.87,113320
2022-12-07,519.6,524.81,516.1,518.66,95744
2022-12-08,521.34,532.38,520.47,531.25,130905
2022-12-09,550.89,552.64,541.72,544.91,225981
2022-12-12,544.67,556.87,542.74,556.86,131688
2022-12-13,576.0,581.84,565.56,570.92,226244
2022-12-14,569.96,585.65,568.02,574.41,216298
2022-12-15,564.91,566.18,557.93,558.44,189736
2022-12-16,556.5,559.065,550.965,555.89,141025
2022-12-19,553.955,556.01,545.72,549.6,138786
2022-12-20,544.91,548.56,541.18,543.77,106908
2022-12-21,547.03,561.86,547.03,561.27,154285
2022-12-22,552.42,554.735,547.2,553.26,169622
2022-12-23,550.07,553.175,547.88,552.3,68630
2022-12-27,551.55,558.105,547.4,553.54,98373
2022-12-28,551.15,557.28,542.95,545.19,73736
2022-12-29,552.47,562.4,552.05,557.28,90261
2022-12-30,552.86,559.54,548.01,559.21,50390
2023-01-03,563.935,567.57,550.79,553.325,80393
2023-01-04,562.85,568.035,556.14,560.25,102573
2023-01-05,555.545,559.355,551.355,555.03,76916
2023-01-06,563.49,590.91,562.305,588.38,205785
2023-01-09,593.285,601.56,561.25,576.32,216939
2023-01-10,572.29,575.13,550.33,575.13,306177
2023-01-11,572.505,578.24,567.15,578.24,181018
2023-01-12,578.33,584.82,573.8,582.11,78468
2023-01-13,577.25,581.74,576.74,579.01,155959
2023-01-17,576.07,585.36,575.02,579.1,74816
2023-01-18,584.6,587.3,573.79,574.38,79963
2023-01-19,568.65,569.58,560.74,563.26,99189
2023-01-20,564.43,570.93,559.37,570.44,99705
2023-01-23,570.99,584.63,570.99,581.43,88634
2023-01-24,577.91,585.33,576.63,584.92,59516
2023-01-25,577.6,586.91,576.24,586.06,64964
2023-01-26,591.17,600.5,586.645,598.5,157880
2023-01-27,592.16,598.83,590.19,590.92,97707
2023-01-30,583.225,588.7,579.865,581.09,67473
2023-01-31,582.63,587.11,580.76,585.11,150973
2023-02-01,583.465,608.245,583.465,602.9,122547
2023-02-02,608.165,612.73,599.94,604.95,152682
2023-02-03,598.66,607.91,596.25,597.58,87085
2023-02-06,593.83,603.02,592.66,601.44,108343
2023-02-07,602.95,616.78,600.36,614.36,130495
2023-02-08,605.8,609.27,600.62,601.75,79064
2023-02-09,612.75,614.66,596.005,599.03,113349
2023-02-10,596.86,598.46,589.76,593.49,129589
2023-02-13,595.95,601.07,594.25,601.07,117707
2023-02-14,593.655,605.35,593.45,601.99,127232
2023-02-15,598.775,608.28,597.15,607.845,70757
2023-02-16,600.75,608.88,599.7,600.44,97706
2023-02-17,597.815,600.3,592.77,595.215,69916
2023-02-21,589.03,592.96,579.88,582.16,81373
2023-02-22,581.335,582.91,572.36,576.23,97689
2023-02-23,585.12,585.75,573.96,583.63,76928
2023-02-24,578.17,580.06,573.62,577.51,65167
2023-02-27,586.94,589.71,584.33,585.3,129958
2023-02-28,586.21,598.41,582.18,594.24,136550
2023-03-01,593.9,597.085,590.3,593.53,74173
2023-03-02,589.12,600.84,586.13,599.19,147832
2023-03-03,616.365,635.65,615.94,632.57,235895
2023-03-06,633.76,644.04,631.84,633.1,131376
2023-03-07,634.07,635.52,623.63,625.1,130118
2023-03-08,627.565,632.62,624.34,632.27,147962
2023-03-09,631.0,642.34,622.14,622.53,130125
2023-03-10,628.48,630.16,613.16,614.93,153667
2023-03-13,608.61,624.39,608.31,616.72,109579
2023-03-14,623.27,633.18,618.64,632.48,103770
2023-03-15,627.43,629.98,616.78,626.38,110747
2023-03-16,619.57,636.91,618.11,636.47,145836
2023-03-17,636.81,638.53,627.49,630.525,122409
2023-03-20,633.36,644.4,632.08,643.5,134700
2023-03-21,643.135,646.365,634.33,636.21,156813
2023-03-22,638.52,648.155,630.82,631.0,137322
2023-03-23,637.8,648.08,631.9,639.555,130826
2023-03-24,638.23,639.28,629.07,636.51,70048
2023-03-27,638.55,638.93,626.01,626.38,76256
2023-03-28,626.415,626.415,618.9,624.84,58218
2023-03-29,633.0,633.0,624.65,625.5,214842
2023-03-30,632.07,635.89,629.5,633.56,115045
2023-03-31,630.54,642.14,626.93,641.95,89516
2023-04-03,638.96,643.61,636.54,642.8,65619
2023-04-04,642.85,642.85,632.12,634.17,51554
2023-04-05,631.65,631.65,625.785,629.09,85403
2023-04-06,624.47,627.99,619.48,622.44,77797
2023-04-10,618.0,627.6,617.18,627.56,99063
2023-04-11,628.8,629.9,621.04,621.69,78285
2023-04-12,626.29,626.45,616.39,616.8,61587
2023-04-13,619.41,626.48,617.295,624.05,98980
2023-04-14,622.255,627.91,615.34,619.28,113824
2023-04-17,621.825,628.08,619.74,627.39,79047
2023-04-18,630.99,635.36,628.16,632.64,95831
2023-04-19,626.79,636.66,625.74,634.68,113991
2023-04-20,627.89,642.58,627.14,632.73,89073
2023-04-21,630.22,633.655,622.375,633.53,77329
2023-04-24,637.16,638.75,631.94,634.42,55289
2023-04-25,634.02,635.745,622.01,622.13,74855
2023-04-26,620.3,622.72,613.7,616.27,115137
2023-04-27,614.31,619.94,603.61,618.32,108087
2023-04-28,620.245,626.75,614.79,626.36,89254
2023-05-01,628.99,638.91,627.81,638.47,94987
2023-05-02,625.96,626.225,605.12,612.37,173281
2023-05-03,615.2,621.74,612.66,613.11,133468
2023-05-04,610.36,613.615,601.4,609.79,101600
2023-05-05,615.99,631.24,613.37,629.97,116934
2023-05-08,629.54,630.1,620.63,628.9,91362
2023-05-09,623.41,624.03,615.865,618.655,92206
2023-05-10,622.92,627.87,618.27,626.345,130972
2023-05-11,627.25,627.95,618.085,627.83,69817
2023-05-12,628.76,632.53,624.39,631.16,44887
2023-05-15,631.88,639.99,628.82,639.4,51171
2023-05-16,639.82,646.73,639.28,641.5,62869
2023-05-17,647.45,660.83,645.01,656.905,108694
2023-05-18,656.22,679.27,656.22,677.81,130911
2023-05-19,679.135,684.86,679.135,682.23,102838
2023-05-22,681.13,684.415,674.31,677.865,88697
2023-05-23,690.0,698.56,682.405,686.835,162035
2023-05-24,681.25,683.88,677.21,678.95,125304
2023-05-25,698.48,732.21,691.06,728.615,290680
2023-05-26,747.51,814.98,747.47,812.55,390200
2023-05-30,835.83,920.0,799.61,803.44,734303
2023-05-31,793.39,821.67,790.15,806.85,406552
2023-06-01,801.745,805.26,786.57,789.42,596675
2023-06-02,790.565,823.54,788.01,811.39,276176
2023-06-05,808.775,808.775,794.71,802.61,86839
2023-06-06,798.82,799.12,776.73,790.09,166548
2023-06-07,790.25,805.04,788.21,792.845,125316
2023-06-08,794.03,804.7,789.56,804.37,72227
2023-06-09,807.68,817.13,804.06,805.01,63408
2023-06-12,812.25,857.52,812.05,855.54,174150
2023-06-13,862.085,863.1,841.76,850.86,180960
2023-06-14,852.58,888.35,848.4,887.05,142788
2023-06-15,880.79,887.65,871.26,883.575,155471
2023-06-16,888.48,889.255,865.77,868.23,249059
2023-06-20,862.73,876.95,862.61,868.12,146345
2023-06-21,861.06,865.73,845.05,847.505,110141
2023-06-22,845.11,847.51,835.31,842.47,174421
2023-06-23,832.85,834.84,819.0,820.26,160069
2023-06-26,822.99,836.67,821.33,821.63,90519
2023-06-27,827.04,848.65,821.3,848.52,72752
2023-06-28,839.365,858.22,839.06,848.57,68145
2023-06-29,855.28,862.82,846.66,862.81,68169
2023-06-30,868.015,874.52,864.59,867.55,64710
2023-07-03,868.1,875.92,865.045,875.92,39263
2023-07-05,867.88,875.78,861.94,862.13,59450
2023-07-06,845.99,853.5,845.0,848.72,109355
2023-07-07,848.91,857.17,845.39,846.95,50390
2023-07-10,848.77,879.17,848.61,877.99,144160
2023-07-11,881.11,882.75,864.64,881.85,131640
2023-07-12,889.01,897.14,882.89,889.17,141429
2023-07-13,898.04,898.04,878.27,890.28,160550
2023-07-14,886.865,903.06,886.865,887.55,70345
2023-07-17,891.805,912.56,891.48,909.4,89005
2023-07-18,906.44,909.09,898.71,903.48,100445
2023-07-19,898.09,905.22,886.7,901.72,107471
2023-07-20,892.955,906.06,886.27,888.37,107136
2023-07-21,903.66,910.91,894.31,896.33,101696
2023-07-24,900.4,904.95,894.58,902.09,135508
2023-07-25,902.04,922.965,902.04,917.73,54226
2023-07-26,910.13,910.13,887.87,893.5,64300
2023-07-27,908.99,909.235,888.06,893.49,65872
2023-07-28,898.885,903.5,894.81,899.46,69292
2023-07-31,898.32,900.37,891.53,899.12,42243
2023-08-01,898.59,920.33,898.01,920.33,54888
2023-08-02,909.56,911.24,890.55,893.02,84617
2023-08-03,886.0,894.69,884.29,884.4,66684
2023-08-04,884.13,892.295,873.56,881.355,78797
2023-08-07,888.99,897.12,885.52,896.7,24986
2023-08-08,888.89,888.89,873.79,883.4,30045
2023-08-09,882.75,882.8,849.11,850.32,78040
2023-08-10,852.36,860.65,837.07,843.27,51674
2023-08-11,834.035,835.985,823.59,829.92,66434
2023-08-14,831.155,854.17,831.11,854.17,48981
2023-08-15,849.0,853.99,836.915,843.13,49467
2023-08-16,850.0,854.05,832.03,832.65,51605
2023-08-17,838.6,838.655,827.27,827.27,50350
2023-08-18,822.0,827.955,812.85,824.96,68108
2023-08-21,839.41,867.085,834.46,864.9,94016
2023-08-22,873.625,873.625,851.28,855.865,70951
2023-08-23,851.85,877.99,851.16,876.1,54436
2023-08-24,902.38,909.18,853.55,854.99,152196
2023-08-25,857.41,868.81,838.24,851.505,75131
2023-08-28,855.32,863.17,847.69,861.09,42014
2023-08-29,858.02,892.835,857.0,890.11,71581
2023-08-30,892.38,898.29,879.59,892.39,79535
2023-08-31,896.81,923.53,895.54,922.2,157217
2023-09-01,899.945,899.98,865.835,872.62,213166
2023-09-05,870.09,882.78,868.255,871.815,87584
2023-09-06,872.8,876.51,867.27,872.67,71812
2023-09-07,859.01,861.07,841.48,857.04,79850
2023-09-08,854.92,860.525,851.72,858.22,63819
2023-09-11,868.925,868.925,845.91,859.55,56651
2023-09-12,851.7,858.0,841.98,844.94,52822
2023-09-13,846.46,858.61,844.62,853.44,50978
2023-09-14,858.13,875.95,855.37,871.6,60716
2023-09-15,866.31,866.31,843.27,852.15,88051
2023-09-18,840.72,855.44,840.72,850.19,52828
2023-09-19,843.84,850.88,839.12,849.62,43498
2023-09-20,848.82,848.82,830.5,830.78,35740
2023-09-21,796.06,821.925,796.02,808.14,201007
2023-09-22,811.62,830.18,811.1,828.85,83586
2023-09-25,828.12,837.78,825.05,833.94,42863
2023-09-26,828.2,829.63,811.35,816.72,59493
2023-09-27,819.96,823.68,804.67,817.45,40085
2023-09-28,818.97,838.405,818.09,832.22,38935
2023-09-29,839.78,843.59,823.07,830.42,41859
2023-10-02,829.06,838.16,824.66,834.69,43781
2023-10-03,830.005,833.13,809.02,813.86,75475
2023-10-04,820.49,830.22,816.67,823.15,67428
2023-10-05,823.82,828.27,817.04,823.79,37479
2023-10-06,816.63,848.21,812.98,845.51,91997
2023-10-09,841.93,856.41,838.825,855.72,52732
2023-10-10,858.37,872.52,857.02,858.615,33546
2023-10-11,858.66,874.93,857.705,874.52,82650
2023-10-12,877.58,917.52,877.58,905.72,133061
2023-10-13,909.19,925.12,882.13,883.39,101046
2023-10-16,892.125,912.74,892.125,902.32,74714
2023-10-17,885.3,892.34,867.1,884.06,154110
2023-10-18,879.945,894.885,875.61,886.87,72676
2023-10-19,886.7,888.56,865.81,867.47,91353
2023-10-20,868.47,874.0,852.825,853.47,64780
2023-10-23,857.32,873.25,843.0,862.66,57735
2023-10-24,867.95,882.87,863.12,880.97,54614
2023-10-25,878.17,878.17,846.32,850.06,91173
2023-10-26,847.06,853.29,818.57,826.99,121262
2023-10-27,832.32,840.21,829.19,838.63,54419
2023-10-30,842.71,849.25,828.18,841.0,68619
2023-10-31,841.37,844.24,833.46,840.85,60957
2023-11-01,841.53,853.7,835.89,852.39,59093
2023-11-02,865.58,880.25,860.73,871.04,83366
2023-11-03,871.71,887.44,871.71,883.03,91554
2023-11-06,882.69,885.35,871.78,880.58,53359
