date,open,high,low,close,volume
2021-08-13,482.94,488.72,482.72,486.3,39584
2021-08-16,486.2,488.64,484.46,488.37,49483
2021-08-17,484.24,484.26,474.63,478.71,79434
2021-08-18,476.03,476.8,468.42,468.67,60896
2021-08-19,465.65,475.83,463.01,473.45,74280
2021-08-20,473.29,476.22,470.64,475.27,40135
2021-08-23,475.695,486.09,475.695,482.04,87660
2021-08-24,482.545,482.86,480.5,481.54,35472
2021-08-25,481.565,486.27,481.565,483.42,37282
2021-08-26,482.915,488.04,481.05,485.79,44745
2021-08-27,488.6,496.16,487.35,495.67,61342
2021-08-30,499.59,507.555,498.46,498.64,117863
2021-08-31,498.43,499.38,493.07,497.19,82792
2021-09-01,496.82,498.88,493.0,493.18,56029
2021-09-02,495.71,495.71,490.26,492.04,85149
2021-09-03,495.465,505.64,495.355,497.74,142800
2021-09-07,496.75,497.09,491.04,496.7,56389
2021-09-08,498.95,498.95,488.215,494.395,47214
2021-09-09,494.79,498.555,493.04,493.34,59949
2021-09-10,497.475,505.85,497.475,498.22,67906
2021-09-13,501.31,502.47,493.52,499.06,80274
2021-09-14,501.26,505.185,498.42,501.89,92962
2021-09-15,501.76,510.52,500.01,509.93,88768
2021-09-16,506.07,508.72,500.33,507.29,65427
2021-09-17,503.49,506.94,501.26,506.53,63380
2021-09-20,497.16,502.7,488.55,495.3,115325
2021-09-21,491.765,493.245,487.06,490.84,69668
2021-09-22,494.91,502.675,492.91,500.79,45938
2021-09-23,502.69,507.24,500.89,504.33,56919
2021-09-24,502.27,505.315,501.04,504.99,41638
2021-09-27,501.67,505.58,498.43,504.86,29333
2021-09-28,499.26,500.83,490.7,490.92,74695
2021-09-29,493.65,494.055,487.65,489.6,62114
2021-09-30,493.17,493.17,484.68,484.97,53186
2021-10-01,487.91,488.63,477.76,487.51,46522
2021-10-04,485.72,485.72,472.78,476.19,82800
2021-10-05,475.825,489.655,475.5,485.08,68108
2021-10-06,481.28,489.32,480.03,489.195,40160
2021-10-07,493.51,499.755,493.51,493.69,42101
2021-10-08,495.04,495.45,491.72,492.75,34725
2021-10-11,491.42,499.5,491.42,492.16,28798
2021-10-12,494.57,496.13,482.56,485.27,56406
2021-10-13,481.31,485.35,479.56,485.26,97825
2021-10-14,491.99,499.14,490.98,497.68,66978
2021-10-15,503.99,505.78,501.26,503.27,79757
2021-10-18,499.44,503.93,499.07,503.56,75672
2021-10-19,504.32,510.72,502.32,510.28,54808
2021-10-20,510.87,513.0,508.57,509.37,57953
2021-10-21,510.145,514.73,509.31,514.51,42956
2021-10-22,514.07,521.2,513.11,515.61,60344
2021-10-25,516.24,524.42,515.18,522.13,56080
2021-10-26,525.225,534.865,524.56,534.225,90875
2021-10-27,532.07,535.99,521.87,522.56,114639
2021-10-28,524.0,529.75,524.0,529.68,47542
2021-10-29,523.995,532.07,523.995,531.78,51964
2021-11-01,531.24,531.84,525.17,528.04,104134
2021-11-02,526.775,540.755,526.68,537.31,130706
2021-11-03,537.52,543.58,533.835,542.14,52260
2021-11-04,543.14,549.06,541.35,548.81,88096
2021-11-05,550.9,559.625,550.9,559.16,70144
2021-11-08,561.82,563.46,558.22,559.25,115111
2021-11-09,560.545,561.76,555.145,557.955,101503
