timestamp,price,volume
1748318400,456.02,4770
1748318460,456.3,1103
1748318520,455.64,2366
1748318580,455.73,497
1748318640,455.32,1139
1748318700,455.73,376
1748318760,456.21,706
1748318820,456.3,604
1748318880,456.13,154
1748318940,456.17,2434
1748319000,456.53,1647
1748319060,456.05,2564
1748319120,456.25,417
1748319180,456.1,433
1748319240,456.27,87
1748319300,456.16,71
1748319360,456.26,189
1748319420,456.34,54
1748319480,456.16,69
1748319540,456.12,75
1748319600,455.86,2419
1748319660,455.85,45
1748319720,455.93,243
1748319780,456.07,69
1748319840,455.89,1
1748319900,455.91,3
1748319960,455.71,986
1748320020,455.55,623
1748320080,455.62,42
1748320140,455.49,793
1748320200,455.34,94
1748320260,455.32,133
1748320320,455.44,7
1748320380,455.42,31
1748320440,455.63,900
1748320500,455.44,759
1748320560,455.63,254
1748320620,455.63,65
1748320680,455.58,31
1748320740,455.67,7
1748320800,455.8,368
1748320860,455.79,52
1748320920,455.8,208
1748320980,455.85,213
1748321040,455.95,2
1748321100,456.18,140
1748321160,456.17,19
1748321220,456.16,247
1748321280,456.18,3
1748321340,455.94,604
1748321400,455.76,252
1748321460,455.83,3
1748321520,455.81,5
1748321580,455.68,1
1748321640,455.62,3
1748321700,455.62,2
1748321760,455.73,3
1748321820,455.77,78
1748321880,455.58,93
1748321940,455.83,386
1748322000,455.83,1
1748322060,455.82,4
1748322120,455.97,180
1748322180,455.93,37
1748322240,456.15,5
1748322300,456.04,1
1748322360,456.06,82
1748322420,456.15,110
1748322480,456.15,1
1748322600,456.21,521
1748322660,456.26,636
1748322720,456.24,2
1748322780,456.31,485
1748322840,456.32,378
1748322900,456.24,343
1748322960,456.15,39
1748323020,455.85,132
1748323080,455.9,57
1748323200,455.87,840
1748323260,455.92,251
1748323320,455.96,13
1748323380,455.94,4
1748323440,455.74,43
1748323500,455.89,73
1748323560,455.85,3
1748323620,455.28,567
1748323680,455.43,6
1748323740,455.42,366
1748323800,455.51,485
1748323860,455.38,99
1748323920,455.6,315
1748323980,455.6,1274
1748324040,455.42,4
1748324100,455.52,3
1748324160,455.37,2302
1748324220,455.28,409
1748324280,455.26,2162
1748324340,455.3,597
1748324400,455.27,982
1748324460,455.22,185
1748324520,455.12,298
1748324580,454.86,678
1748324640,454.95,5
1748324700,454.98,3
1748324760,454.95,2243
1748324820,454.83,264
1748324880,454.79,326
1748324940,454.57,8
1748325000,454.66,145
1748325060,454.74,289
1748325120,454.85,49
1748325180,454.72,7
1748325240,454.69,38
1748325300,454.85,14
1748325360,454.8,161
1748325420,454.8,1
1748325540,454.86,5
1748325600,454.92,4
1748325660,454.53,1251
1748325780,454.67,25
1748325840,454.72,5
1748325900,454.62,90
1748325960,454.77,74
1748326020,454.79,29
1748326080,454.71,102
1748326140,454.77,1352
1748326200,454.63,49
1748326260,454.6,35
1748326440,454.63,5
1748326500,454.92,1348
1748326560,454.91,141
1748326620,454.96,1688
1748326740,454.89,29
1748326800,454.94,7
1748326860,454.78,95
1748326980,454.81,4
1748327040,454.81,103
1748327100,454.94,155
1748327160,454.86,56
1748327220,454.95,532
1748327280,455.0,651
1748327340,454.89,1
1748327400,454.63,2490
1748327460,454.43,23
1748327520,454.7,256
1748327580,454.82,82
1748327640,454.95,276
1748327700,454.81,6
1748327760,454.97,300
1748327820,454.78,165
1748327880,455.0,5
1748327940,454.83,138
1748328000,454.79,135
1748328060,454.81,6
1748328120,454.98,120
1748328180,455.0,262
1748328240,455.03,121
1748328300,454.75,5300
1748328360,454.59,114
1748328420,454.43,379
1748328480,454.51,255
1748328540,454.28,168
1748328600,454.25,68
1748328660,454.43,648
1748328720,454.64,1981
1748328780,454.63,1
1748328840,454.71,100
1748328900,454.6,28
1748328960,454.59,1
1748329020,454.4,12
1748329080,454.53,79
1748329140,454.4,77
1748329200,454.34,1193
1748329260,454.43,514
1748329320,454.2,1367
1748329380,454.26,102
1748329440,454.4,115
1748329500,454.25,806
1748329560,454.22,817
1748329620,454.3,360
1748329680,454.36,75
1748329740,454.36,28
1748329800,454.3,101
1748329860,454.95,13908
1748329920,455.12,261
1748329980,455.71,4023
1748330040,456.01,3455
1748330100,456.02,553
1748330160,456.03,608
1748330220,455.63,1781
1748330280,455.86,423
1748330340,455.85,231
1748330400,455.66,329
1748330460,455.87,107
1748330520,455.7,832
1748330580,455.44,190
1748330640,455.59,233
1748330700,455.94,187
1748330760,455.81,43
1748330820,455.8,15
1748330880,455.91,84
1748330940,455.82,4
1748331000,455.85,112
1748331060,455.87,152
1748331120,456.25,1305
1748331180,456.35,204
1748331240,456.19,143
1748331300,456.5,118
1748331360,456.53,181
1748331420,456.21,235
1748331480,456.31,141
1748331540,456.28,51
1748331600,456.16,240
1748331660,456.25,254
1748331720,456.43,97
1748331780,456.2,400
1748331840,456.03,739
1748331900,456.15,562
1748331960,456.2,424
1748332020,456.31,357
1748332080,456.4,277
1748332140,456.16,387
1748332200,456.32,85
1748332260,456.17,146
1748332320,456.19,192
1748332380,456.22,352
1748332440,456.28,57
1748332500,456.32,282
1748332560,456.29,95
1748332620,456.21,286
1748332680,456.14,760
1748332740,456.14,287
1748332800,456.14,304359
1748332860,455.65,1528
1748332920,450.18,532
