timestamp,price,volume
1748318400,172.3363,4990
1748318460,172.6359,3664
1748318520,172.6858,1690
1748318580,172.7458,2049
1748318640,173.0454,3047
1748318700,173.3251,3338
1748318760,173.365,1682
1748318820,173.395,774
1748318880,173.5848,3131
1748318940,173.6247,2168
1748319000,173.5648,3905
1748319060,173.415,1647
1748319120,173.4949,574
1748319180,173.4449,536
1748319240,173.4649,1291
1748319300,173.425,215
1748319360,173.3551,2745
1748319420,173.4549,1657
1748319480,173.365,557
1748319540,173.435,580
1748319600,173.2951,2673
1748319660,173.3051,136
1748319720,173.2951,2302
1748319780,173.2751,1023
1748319840,173.2252,243
1748319900,173.2751,701
1748319960,173.2152,677
1748320020,173.2552,284
1748320080,173.2751,609
1748320140,173.2751,317
1748320200,173.2552,843
1748320260,173.1453,1823
1748320320,173.1952,543
1748320380,173.1553,747
1748320440,173.2052,261
1748320500,173.0954,795
1748320560,173.1453,24
1748320620,173.0254,829
1748320680,173.0854,169
1748320740,173.0055,557
1748320800,173.0654,753
1748320860,173.0454,588
1748320920,173.0954,401
1748320980,173.1253,329
1748321040,173.2252,370
1748321100,173.2352,296
1748321160,173.1853,634
1748321220,173.2052,243
1748321280,173.1952,38
1748321340,173.1453,258
1748321400,173.0055,466
1748321460,172.9855,181
1748321520,173.1153,618
1748321580,173.0254,207
1748321640,173.0554,535
1748321700,173.0155,54
1748321760,173.0454,307
1748321820,173.0554,440
1748321880,173.0554,295
1748321940,173.1153,387
1748322000,173.1553,185
1748322060,173.1753,255
1748322120,173.2252,1165
1748322180,173.1952,309
1748322240,173.2751,1657
1748322300,173.2851,700
1748322360,173.3051,856
1748322420,173.365,186
1748322480,173.385,621
1748322540,173.2951,299
1748322600,173.385,60
1748322660,173.375,260
1748322720,173.365,53
1748322780,173.4549,266
1748322840,173.405,267
1748322900,173.4449,352
1748322960,173.435,272
1748323020,173.4449,108
1748323080,173.3251,662
1748323140,173.2452,254
1748323200,173.3051,16
1748323260,173.2552,803
1748323320,173.2152,180
1748323380,173.2452,986
1748323440,173.1653,107
1748323500,173.0954,844
1748323560,173.0654,124
1748323620,173.0454,328
1748323680,173.0654,194
1748323740,173.0254,980
1748323800,173.0155,47
1748323860,172.9655,748
1748323920,173.0354,485
1748323980,173.2052,449
1748324040,173.1952,79
1748324100,173.0954,260
1748324160,173.1952,446
1748324220,173.1853,133
1748324280,173.2851,602
1748324340,173.2152,405
1748324400,173.2652,488
1748324460,173.1553,2325
1748324520,173.0454,751
1748324580,172.9455,461
1748324640,172.9455,111
1748324700,173.0254,126
1748324760,173.0055,1075
1748324820,172.9755,729
1748324880,172.9855,682
1748324940,172.8956,558
1748325000,172.8956,291
1748325060,172.8157,556
1748325120,172.8956,1876
1748325180,172.8956,387
1748325240,172.8257,1459
1748325300,172.7957,1484
1748325360,172.8257,21
1748325420,172.8756,272
1748325480,172.8956,200
1748325540,172.8257,27
1748325600,172.8656,234
1748325660,172.7757,1035
1748325720,172.8157,228
1748325780,172.7857,97
1748325840,172.7658,515
1748325900,172.6659,481
1748325960,172.6059,706
1748326020,172.586,844
1748326080,172.6459,1191
1748326140,172.6759,253
1748326200,172.566,329
1748326260,172.526,331
1748326320,172.4461,736
1748326380,172.4461,321
1748326440,172.4661,1040
1748326500,172.4062,657
1748326560,172.3862,436
1748326620,172.4761,773
1748326680,172.4761,502
1748326740,172.4262,447
1748326800,172.4262,83
1748326860,172.4661,259
1748326920,172.4861,3433
1748326980,172.526,125
1748327040,172.516,1501
1748327100,172.596,99
1748327160,172.6659,327
1748327220,172.7458,667
1748327280,172.7957,1123
1748327340,172.8457,524
1748327400,172.6259,2066
1748327460,172.596,274
1748327520,172.6159,329
1748327580,172.7658,351
1748327640,172.8057,1231
1748327700,172.7957,132
1748327760,172.7458,346
1748327820,172.6958,112
1748327880,172.7857,137
1748327940,172.8656,1962
1748328000,172.6359,1500
1748328060,172.4961,1374
1748328120,172.4861,330
1748328180,172.536,715
1748328240,172.546,361
1748328300,172.5061,721
1748328360,172.3762,1761
1748328420,172.4761,840
1748328480,172.3862,78
1748328540,172.4062,839
1748328600,172.4262,1525
1748328660,172.4162,22
1748328720,172.4661,662
1748328780,172.4661,144
1748328840,172.4361,61
1748328900,172.4262,487
1748329020,172.3862,655
1748329080,172.4262,45
1748329140,172.4162,170
1748329200,172.0965,10986
1748329260,171.8269,2783
1748329320,171.9567,4341
1748329380,171.9967,179
1748329440,171.8868,1621
1748329500,171.9267,2119
1748329560,171.7869,766
1748329620,171.6371,871
1748329680,171.7969,4459
1748329740,171.9767,1806
1748329800,171.9967,1583
1748329860,172.0266,1997
1748329920,171.9168,877
1748329980,171.9567,408
1748330040,171.8868,732
1748330100,171.9467,195
1748330160,171.8468,1082
1748330220,171.8169,2865
1748330280,171.8668,5347
1748330340,171.8868,305
1748330400,171.7669,6426
1748330460,171.747,208
1748330520,171.747,5593
1748330580,171.747,1017
1748330640,171.6371,825
1748330700,171.7969,2616
1748330760,171.747,696
1748330820,171.717,57
1748330880,171.6471,788
1748330940,171.6471,1737
1748331000,171.7969,44
1748331060,171.727,665
1748331120,171.7969,1427
1748331180,171.7969,206
1748331240,171.8069,618
1748331300,171.8568,1422
1748331360,171.9267,843
1748331420,171.8368,111
1748331480,171.9267,279
1748331540,171.7969,363
1748331600,171.7869,82
1748331660,171.737,1232
1748331720,171.747,165
1748331780,171.8269,108
1748331840,171.727,606
1748331900,171.747,913
1748331960,171.707,335
1748332020,171.8069,469
1748332080,171.667,207
1748332140,171.677,66
1748332200,171.727,567
1748332260,171.7869,582
1748332320,171.7769,38
1748332380,171.8768,549
1748332440,171.9267,1711
1748332500,171.8668,761
1748332560,171.7969,219
1748332620,171.7669,1610
1748332680,171.717,59
1748332740,171.697,128
1748332800,171.7826,78847
1748332860,171.6371,7116
1748332920,169.3897,643
1748332980,171.677,1052
1748333040,171.667,764
1748333100,171.6571,1870
1748333160,171.727,458
1748333220,171.747,1883
1748333280,171.7569,1735
1748333340,171.8069,1051
1748333400,171.8868,587
1748333460,171.8668,3254
1748333520,171.9052,599
1748333580,171.9067,1611
1748333640,171.717,1198
1748333700,171.785,231
1748333760,171.677,313
1748333820,171.717,371
1748333880,171.7969,353
1748333940,171.5971,2035
1748334000,171.7969,2426
1748334060,171.9466,1813
1748334120,171.8958,667
1748334180,171.7969,440
1748334240,171.8568,41
1748334300,171.8768,250
1748334360,171.8468,397
1748334420,171.8568,1366
1748334480,171.9466,2110
1748334540,171.9867,3358
1748334600,172.1764,2664
1748334660,172.1964,1117
1748334720,172.1864,5112
1748334780,172.1465,462
1748334840,172.1665,1375
1748334900,172.1665,3155
1748334960,172.1964,498
1748335020,172.2364,2371
1748335080,172.0266,671
1748335140,172.0598,586
1748335200,172.0366,547
1748335260,172.0066,860
1748335320,171.8868,1557
1748335380,172.0366,1338
1748335440,171.9068,657
1748335500,172.0566,587
1748335560,172.0666,658
1748335620,172.0583,220
1748335680,172.1963,848
1748335740,172.1764,523
1748335800,172.0066,727
1748335860,171.9967,1038
1748335920,172.0066,1464
1748335980,171.9967,1114
1748336040,172.0066,262
1748336100,171.9667,1213
1748336160,171.9367,3357
1748336220,171.9467,1514
1748336280,171.8468,944
1748336340,171.8569,315
1748336400,171.8568,2256
1748336460,171.8968,283
1748336520,172.0152,490
1748336580,171.9267,313
1748336640,172.0965,1954
1748336700,172.0666,1835
1748336760,172.1465,1217
1748336820,172.0466,744
1748336880,172.0866,99
1748336940,172.1165,306
1748337000,172.1565,34
1748337060,172.1966,1773
1748337120,172.1764,595
1748337180,172.0418,531
1748337240,172.1365,1160
1748337300,172.0766,3587
1748337360,172.2164,950
1748337420,172.2756,772
1748337480,172.2064,616
1748337540,172.2763,680
1748337600,172.1565,4238
1748337660,172.2264,2186
1748337720,172.0406,1957
1748337780,172.2064,615
1748337840,172.1165,1361
1748337900,171.9567,15121
1748337960,171.8269,6485
1748338020,171.1563,30259
1748338080,170.9079,84479
1748338140,171.0678,35008
1748338200,172.2102,714517
1748338260,171.7569,168306
1748338320,171.4973,143623
1748338380,171.667,77428
1748338440,171.8443,153374
1748338500,171.9667,175140
1748338560,171.6471,117486
1748338620,171.8269,97367
1748338680,171.8868,95069
1748338740,171.8968,80042
1748338800,171.7819,112097
1748338860,171.707,106173
1748338920,171.4973,108480
1748338980,171.697,72633
1748339040,171.6174,84397
1748339100,171.5372,91212
1748339160,171.2226,152148
1748339220,171.6925,134734
1748339280,171.8818,143922
1748339340,171.6171,74674
1748339400,171.8668,88787
1748339460,171.8269,80533
1748339520,172.1365,69847
1748339580,172.3063,86004
1748339640,172.2763,94831
1748339700,172.3163,74952
1748339760,172.4761,84950
1748339820,172.3662,81181
1748339880,172.7757,109088
1748339940,172.7458,176856
1748340000,172.9355,235309
1748340060,172.9156,159524
1748340120,173.1453,74838
1748340180,173.2552,120203
1748340240,173.0954,135666
1748340300,173.0254,93365
1748340360,173.1677,79421
1748340420,173.2252,82407
1748340480,173.385,87660
1748340540,173.6447,129020
1748340600,173.8057,133407
1748340660,173.8844,122298
1748340720,173.9743,88681
1748340780,173.7349,125209
1748340840,173.5998,95157
1748340900,173.53,85371
1748340960,173.41,58516
1748341020,173.415,60534
1748341080,173.5448,59510
1748341140,173.5648,59833
1748341200,173.2352,88303
1748341260,173.0155,67764
1748341320,173.0854,54743
1748341380,173.1902,75565
1748341440,173.2352,58211
1748341500,173.2252,93382
1748341560,173.2702,58435
1748341620,173.405,112864
1748341680,173.4949,109900
1748341740,173.4949,72256
1748341800,173.5449,75276
1748341860,173.8445,105862
1748341920,173.8045,87107
1748341980,173.5848,77509
1748342040,173.5548,87881
1748342100,173.6947,59563
1748342160,173.6747,55289
1748342220,173.6547,66329
1748342280,173.7945,71980
1748342340,173.7396,79401
1748342400,173.4849,59149
1748342460,173.385,87787
1748342520,173.2452,53037
1748342580,173.2302,46336
1748342640,173.0456,86746
1748342700,173.0854,63081
1748342760,173.2252,73317
1748342820,173.2141,50772
1748342880,173.4707,46107
1748342940,173.3051,30105
1748343000,173.3351,54906
1748343060,173.375,54208
1748343120,173.5249,53478
1748343180,173.39,38879
1748343240,173.2352,53203
1748343300,173.3151,56737
1748343360,173.0404,35719
1748343420,172.9856,44231
1748343480,172.9567,41206
1748343540,172.8556,49543
1748343600,172.7857,61978
1748343660,172.8357,60798
1748343720,172.9006,39812
1748343780,172.8257,37052
1748343840,172.8856,38687
1748343900,173.1153,70416
1748343960,173.0604,53458
1748344020,172.9955,31657
1748344080,172.8856,35768
1748344140,172.8057,37522
1748344200,172.9455,32421
1748344260,172.8756,41206
1748344320,172.8856,51757
