timestamp,type,price,quantity,commission
2015,BUY,537.91,1,1
2015,SELL,529.03,-1,1
2015,BUY,663.03,1,1
2016,SELL,684.1,-1,1
2016,BUY,783.23,1,1
2018,SELL,1064.7,-1,1
2019,BUY,1173.03,1,1
2019,SELL,1146.34,-1,1
2019,BUY,1250.42,1,1
2020,SELL,1216.33,-1,1
2020,BUY,1446.62,1,1
2022,SELL,2642.43,-1,1
2023,BUY,106.13,1,1
2025,SELL,146.57,-1,1
