timestamp,portfolio_value
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2014,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,100000
2015,99999
2015,100002
2015,99991.9
2015,99985.3
2015,99991.8
2015,99999.3
2015,99996.8
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99989.1
2015,99988.1
2015,99987.4
2015,99987.2
2015,99969.4
2015,99948.6
2015,99952.3
2015,99953.1
2015,99957
2015,99957.7
2015,99950.7
2015,99956.3
2015,99954.3
2015,99968.9
2015,99967.8
2015,99960.4
2015,99958.8
2015,99985.9
2015,99984.6
2015,99981.5
2015,99982.2
2015,99986
2015,99981.2
2015,99986
2015,99971.9
2015,99937.6
2015,99914.7
2015,99907.1
2015,99953.7
2015,99962.7
2015,99955.5
2015,99943.3
2015,99922.9
2015,99939.4
2015,99931.3
2015,99925.8
2015,99939.8
2015,99937.8
2015,99946.4
2015,99950.9
2015,99948.3
2015,99960.2
2015,99961.1
2015,99968
2015,99954.3
2015,99960.5
2015,99947.8
2015,99947.4
2015,99950.9
2015,99937.1
2015,99920
2015,99920.1
2015,99933.5
2015,99936.4
2015,99952
2015,99966.6
2015,99970.5
2015,99967.4
2015,99964.2
2015,99968.7
2015,99971.8
2015,99977.4
2015,99976.2
2015,99986.8
2015,99987.3
2015,99991.2
2015,99975.4
2015,99967.7
2015,99976.9
2015,100027
2015,100038
2015,100034
2015,100038
2015,100042
2015,100036
2015,100046
2015,100047
2015,100053
2015,100056
2015,100059
2015,100050
2015,100053
2015,100060
2015,100056
2015,100042
2015,100054
2015,100050
2015,100065
2015,100064
2015,100082
2015,100081
2015,100073
2015,100073
2015,100075
2015,100068
2015,100092
2015,100087
2015,100078
2015,100092
2015,100088
2015,100087
2015,100077
2015,100075
2015,100064
2015,100073
2015,100068
2015,100083
2015,100075
2015,100064
2015,100073
2015,100075
2015,100075
2015,100073
2015,100088
2015,100102
2015,100096
2015,100084
2016,100067
2016,100068
2016,100069
2016,100051
2016,100040
2016,100041
2016,100051
2016,100026
2016,100040
2016,100020
2016,100027
2016,100024
2016,100032
2016,100050
2016,100037
2016,100038
2016,100025
2016,100056
2016,100068
2016,100077
2016,100090
2016,100052
2016,100033
2016,100009
2016,100008
2016,100003
2016,100009
2016,100008
2016,100007
2016,100016
2016,100033
2016,100022
2016,100026
2016,100032
2016,100021
2016,100025
2016,100031
2016,100030
2016,100023
2016,100044
2016,100044
2016,100038
2016,100036
2016,100020
2016,100019
2016,100030
2016,100038
2016,100052
2016,100056
2016,100053
2016,100061
2016,100063
2016,100063
2016,100067
2016,100066
2016,100063
2016,100060
2016,100059
2016,100070
2016,100076
2016,100070
2016,100075
2016,100070
2016,100063
2016,100071
2016,100065
2016,100064
2016,100061
2016,100068
2016,100077
2016,100078
2016,100084
2016,100092
2016,100079
2016,100078
2016,100084
2016,100044
2016,100048
2016,100033
2016,100031
2016,100016
2016,100018
2016,100023
2016,100017
2016,100021
2016,100027
2016,100036
2016,100038
2016,100048
2016,100040
2016,100038
2016,100036
2016,100042
2016,100031
2016,100032
2016,100025
2016,100035
2016,100029
2016,100045
2016,100050
2016,100049
2016,100058
2016,100061
2016,100059
2016,100055
2016,100047
2016,100042
2016,100042
2016,100053
2016,100054
2016,100044
2016,100043
2016,100043
2016,100044
2016,100035
2016,100017
2016,100019
2016,100021
2016,100023
2016,100027
2016,100000
2016,99993.3
2016,100005
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100008
2016,100007
2016,100006
2016,100001
2016,100004
2016,100001
2016,99999.4
2016,99996.1
2016,99996
2016,99993.6
2016,99993.4
2016,99993.5
2016,99996.1
2016,99993.1
2016,99991
2016,99992.7
2016,99995.4
2016,100004
2016,100004
2016,99999.3
2016,99983.6
2016,99993
2016,99983.7
2016,99986.5
2016,99995.7
2016,99992.8
2016,99989.7
2016,99995.4
2016,100000
2016,100011
2016,100011
2016,99998.2
2016,100007
2016,100006
2016,99999
2016,100001
2016,99996.5
2016,100000
2016,100000
2016,100001
2016,99999
2016,100010
2016,100007
2016,100010
2016,100002
2016,100002
2016,100004
2016,100019
2016,100026
2016,100021
2016,100023
2016,100037
2016,100032
2016,100023
2016,100019
2016,100019
2016,100008
2016,100008
2016,99992.7
2016,99986.1
2016,99986
2016,100006
2016,100014
2016,100009
2016,99986.5
2016,99978
2016,99960
2016,99982.5
2016,99988.4
2016,99995.2
2016,99984.5
2016,99993.2
2016,99992.2
2016,99985
2016,99985.6
2016,99992.2
2016,99994.8
2016,99982
2016,99971.9
2016,99974.5
2016,99986.5
2016,99983.1
2016,99995.2
2016,100000
2016,100013
2016,100013
2016,100020
2016,100021
2016,100022
2016,100015
2016,100018
2016,100020
2016,100019
2016,100015
2016,100014
2016,100016
2016,100009
2016,100007
2016,99995.8
2017,100010
2017,100011
2017,100018
2017,100030
2017,100031
2017,100029
2017,100032
2017,100030
2017,100032
2017,100029
2017,100030
2017,100026
2017,100029
2017,100043
2017,100048
2017,100060
2017,100056
2017,100047
2017,100026
2017,100021
2017,100020
2017,100022
2017,100025
2017,100025
2017,100031
2017,100032
2017,100034
2017,100038
2017,100043
2017,100044
2017,100043
2017,100048
2017,100052
2017,100056
2017,100055
2017,100055
2017,100053
2017,100053
2017,100047
2017,100059
2017,100055
2017,100053
2017,100052
2017,100056
2017,100059
2017,100063
2017,100067
2017,100070
2017,100070
2017,100071
2017,100073
2017,100076
2017,100072
2017,100054
