timestamp,portfolio_value
4639006683,100000
4638987989,100000
4638989091,100000
4639015479,100000
4639081450,100000
4639024275,100000
4639077052,100000
4638997887,100000
4639066056,100000
4639103440,100000
4639124329,100000
4639149619,100000
4639208993,100000
4639215590,100000
4639214489,100000
4639215590,100000
4639229882,100000
4639156216,100000
4639216688,100000
4639160614,100000
4639156216,100000
4639105639,100000
4639151818,100000
4639236479,100000
4639254071,100000
4639245275,100000
4639177105,100000
4639193600,100000
4639210091,100000
4639180406,100000
4639187003,100000
4639143022,100000
4639206794,100000
4639235381,99999
4639219988,99999
4639185901,99999
4639257372,99999
4639306299,99999
4639358527,99999
4639336536,99999
4639351930,99999
4639380517,99999
4639370619,99999
4639420099,99999
4639254071,99999
4639127629,99999
4639116634,99999
4639140823,99999
4639349730,99998
4639334337,99998
4639291455,99998
4639287057,99998
4639359624,99998
4639317843,99998
4639316745,99998
4639375017,99998
4639323342,99998
4639328838,99998
4639147969,99998
4639165013,99998
4639194698,99998
4639110037,99998
4638982494,99998
4639121032,99998
4639174906,99998
4639160614,99998
4639241978,99998
4639219988,99998
4639269464,99998
4639287057,99998
4639187003,99998
4639194698,99997
4639122130,99997
4639103440,99997
4639143022,99997
4639145221,99996
4639090246,99996
4638960503,99996
4638975897,99996
4639013280,99996
4638960503,99996
4638896732,99996
4638991290,99996
4639046265,99996
4639083649,99996
4639145221,99996
4639158415,99996
4639129828,99996
4639005582,99996
4639033071,99996
4639136425,99996
4639013280,99996
4639104538,99996
4639019877,99996
4639187003,99996
4639334337,99996
4639371721,99996
4639324440,99996
4639466279,99996
4639451983,99996
4639582827,99996
4639600419,99996
4639525652,99996
4639536647,99996
4639487168,99995
4639468478,99995
4639486070,99995
4639543245,99995
4639406905,99995
4639490468,99995
4639536647,99995
4639543245,99995
4639481672,99995
4639494866,99995
4639392610,99995
4639222187,99993.9
4638960503,99993.9
4639149619,99993.9
4639288158,99993.9
4639255172,99993.9
4639182605,99993.9
4639292556,99993.9
4639410202,99993.9
4639235381,99993.9
4639376119,99993.9
4639360726,99993.9
4639323342,99992.9
4639270566,99992.9
4639200197,99992.9
4639167212,99992.9
4639226585,99992.9
4639237580,99992.9
4639147420,99992.9
4639134226,99992.9
4639193600,99992.9
4639226585,99992.9
4639360726,99992.9
4639329939,99992.9
4639327740,99992.9
4639219988,99992.9
4639173809,99992.9
4639145221,99992.9
4639059459,99992.9
4639154017,99992.9
4639088047,99992.9
4639129828,99992.9
4639219988,99992.9
4639259571,99992.9
4639444288,99992.9
4639392610,99992.9
4639362925,99992.9
4639362925,99992.9
4639393711,99992.9
4639393711,99992.9
4639375017,99992.9
4639299153,99992.9
4639420099,99992.9
4639415701,99992.9
4639422298,99992.9
4639357425,99992.9
4639417900,99992.9
4639373920,99992.9
4639395910,99992.9
4639334337,99992.9
4639318944,99992.9
4639340382,99992.9
4639327740,99992.9
4639296954,99992.9
4639268367,99992.9
4639321143,99992.9
4639354129,99992.9
4639303551,99992.9
4639365124,99992.9
4639406905,99992.9
4639392610,99992.9
4639456381,99992.9
4639481119,99992.9
4639497065,99992.9
4639516304,99992.9
4639503662,99992.9
4639462978,99991.9
4639446488,99990.9
4639472876,99989.9
4639415701,99989.9
4639402507,99989.9
4639375017,99989.9
4639338735,99989.9
4639331037,99989.9
4639233182,99989.9
4639257372,99989.9
4639266168,99989.9
4639230983,99989.9
4639351930,99989.9
4639366221,99989.9
4639393711,99989.9
4639451434,99988.9
4639394809,99988.9
4639362925,99988.9
4639403605,99988.9
4639458580,99988.9
4639457483,99988.9
4639435492,99988.9
4639494866,99988.9
4639482770,99988.9
4639501463,99988.9
4639475075,99988.9
4639522352,99988.9
4639522352,99988.9
4639525652,99988.9
4639532249,99988.9
4639527851,99988.9
4639519055,99988.9
4639596021,99988.9
4639547643,99988.9
4639523453,99988.9
4639490468,99988.9
4639491566,99988.9
4639472876,99988.9
4639472876,99988.9
4639411303,99988.9
4639477274,99987.9
4639417900,99986.9
4639354129,99985.9
4639310148,99985.9
4639329939,99985.9
4639287057,99985.9
4639222187,99985.9
4639338735,99985.9
4639283760,99985.9
4639255172,99985.9
4639241978,99985.9
4639322241,99985.9
4639280459,99985.9
4639289256,99985.9
4639230983,99985.9
4639249673,99985.9
4639266168,99985.9
4639176008,99985.9
4639133125,99985.9
4639046265,99985.9
4639034169,99985.9
4638881339,99985.9
4639038567,99985.9
4639074853,99985.9
4638870343,99985.9
4639018776,99985.9
4639072654,99985.9
4639127629,99985.9
4639163911,99985.9
4639085848,99985.9
4639028673,99985.9
4639055061,99985.9
4639074853,99985.9
4639165561,99985.9
4639208993,99985.9
4639240877,99985.9
4639251872,99985.9
4639240877,99985.9
4639240328,99985.9
4639272765,99984.9
4639129828,99984.9
4639094644,99984.9
4638975897,99983.8
4639040766,99983.8
4639096843,99983.8
4639079799,99982.8
4639035270,99982.8
4638980295,99981.8
4638949508,99981.8
4638930815,99981.8
4638905528,99980.8
4639005582,99980.8
4638958304,99980.8
4638931916,99980.8
4638865945,99980.8
4638890135,99980.8
4638843955,99980.8
4638949508,99980.8
4639051761,99980.8
4638949508,99980.8
4639026474,99979.8
4639037469,99979.8
4639066056,99979.8
4639103440,99979.8
4638984693,99979.8
4638887936,99979.8
4638850552,99979.8
4638864844,99979.8
4638729606,99978.8
4638566878,99977.8
4638742800,99977.8
4638807669,99977.8
4638839557,99977.8
4638876940,99977.8
4638920921,99977.8
4638848353,99977.8
4638718611,99977.8
